,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1,distw
9711,1987,f,J,United Kingdom,Sweden,0,0.0,1292.802
9712,1988,f,J,United Kingdom,Sweden,2,0.0,1292.802
9713,1989,f,J,United Kingdom,Sweden,4,0.0,1292.802
9714,1990,f,J,United Kingdom,Sweden,6,0.0,1292.802
9715,1991,f,J,United Kingdom,Sweden,12,0.0,1292.802
9716,1992,f,J,United Kingdom,Sweden,0,0.0,1292.802
9717,1993,f,J,United Kingdom,Sweden,7,0.0,1292.802
9718,1994,f,J,United Kingdom,Sweden,0,0.0,1292.802
9719,1995,f,J,United Kingdom,Sweden,6,0.0,1292.802
9720,1996,f,J,United Kingdom,Sweden,0,0.0,1292.802
9721,1997,f,J,United Kingdom,Sweden,7,0.0,1292.802
9722,1998,f,J,United Kingdom,Sweden,1,0.0,1292.802
9723,1999,f,J,United Kingdom,Sweden,12,0.0,1292.802
9724,2000,f,J,United Kingdom,Sweden,6,0.0,1292.802
9725,2001,f,J,United Kingdom,Sweden,8,0.0,1292.802
9726,2002,f,J,United Kingdom,Sweden,1,0.0,1292.802
9727,2003,f,J,United Kingdom,Sweden,10,0.0,1292.802
9728,2004,f,J,United Kingdom,Sweden,8,0.0,1292.802
9729,2005,f,J,United Kingdom,Sweden,0,0.0,1292.802
9730,2006,f,J,United Kingdom,Sweden,4,0.0,1292.802
9731,2006,sf,J,United Kingdom,Sweden,6,0.0,1292.802
9732,2007,f,J,United Kingdom,Sweden,7,0.0,1292.802
9733,2008,f,J,United Kingdom,Sweden,0,0.0,1292.802
9734,2008,sf2,J,United Kingdom,Sweden,6,0.0,1292.802
9735,2009,f,J,United Kingdom,Sweden,0,0.0,1292.802
9736,2009,sf1,J,United Kingdom,Sweden,7,0.0,1292.802
9737,2010,sf2,J,United Kingdom,Sweden,3,0.0,1292.802
9738,2011,f,J,United Kingdom,Sweden,3,0.0,1292.802
9739,2012,f,J,United Kingdom,Sweden,12,0.0,1292.802
9740,2012,sf2,J,United Kingdom,Sweden,8,0.0,1292.802
9741,2013,f,J,United Kingdom,Sweden,0,0.0,1292.802
9742,2014,f,J,United Kingdom,Sweden,7,0.0,1292.802
9743,2015,f,J,United Kingdom,Sweden,12,0.0,1292.802
9744,2016,f,J,United Kingdom,Sweden,0,0.0,1292.802
9745,2016,f,T,United Kingdom,Sweden,1,0.0,1292.802
9746,1975,f,J,United Kingdom,Switzerland,5,0.0,902.2784
9747,1976,f,J,United Kingdom,Switzerland,12,0.0,902.2784
9748,1977,f,J,United Kingdom,Switzerland,4,0.0,902.2784
9749,1978,f,J,United Kingdom,Switzerland,2,0.0,902.2784
9750,1979,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9751,1980,f,J,United Kingdom,Switzerland,7,0.0,902.2784
9752,1981,f,J,United Kingdom,Switzerland,12,0.0,902.2784
9753,1982,f,J,United Kingdom,Switzerland,12,0.0,902.2784
9754,1983,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9755,1984,f,J,United Kingdom,Switzerland,10,0.0,902.2784
9756,1985,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9757,1986,f,J,United Kingdom,Switzerland,5,0.0,902.2784
9758,1987,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9759,1988,f,J,United Kingdom,Switzerland,10,0.0,902.2784
9760,1989,f,J,United Kingdom,Switzerland,8,0.0,902.2784
9761,1990,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9762,1991,f,J,United Kingdom,Switzerland,8,0.0,902.2784
9763,1992,f,J,United Kingdom,Switzerland,4,0.0,902.2784
9764,1993,f,J,United Kingdom,Switzerland,10,0.0,902.2784
9765,1994,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9766,1996,f,J,United Kingdom,Switzerland,3,0.0,902.2784
9767,1997,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9768,1998,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9769,2000,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9770,2002,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9771,2004,sf,J,United Kingdom,Switzerland,0,0.0,902.2784
9772,2005,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9773,2005,sf,J,United Kingdom,Switzerland,0,0.0,902.2784
9774,2006,f,J,United Kingdom,Switzerland,0,0.0,902.2784
9775,2007,sf,J,United Kingdom,Switzerland,0,0.0,902.2784
9776,2008,sf2,J,United Kingdom,Switzerland,0,0.0,902.2784
9777,2009,sf1,J,United Kingdom,Switzerland,0,0.0,902.2784
9778,2010,sf2,J,United Kingdom,Switzerland,0,0.0,902.2784
9779,2011,f,J,United Kingdom,Switzerland,10,0.0,902.2784
9780,2011,sf1,J,United Kingdom,Switzerland,2,0.0,902.2784
9781,2014,f,J,United Kingdom,Switzerland,1,0.0,902.2784
9782,2014,sf2,J,United Kingdom,Switzerland,3,0.0,902.2784
9783,2016,sf2,J,United Kingdom,Switzerland,0,0.0,902.2784
9784,2016,sf2,T,United Kingdom,Switzerland,0,0.0,902.2784
9785,1975,f,J,United Kingdom,The Netherlands,12,0.0,467.948
9786,1976,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9787,1977,f,J,United Kingdom,The Netherlands,1,0.0,467.948
9788,1978,f,J,United Kingdom,The Netherlands,3,0.0,467.948
9789,1979,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9790,1980,f,J,United Kingdom,The Netherlands,2,0.0,467.948
9791,1981,f,J,United Kingdom,The Netherlands,6,0.0,467.948
9792,1982,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9793,1983,f,J,United Kingdom,The Netherlands,1,0.0,467.948
9794,1984,f,J,United Kingdom,The Netherlands,1,0.0,467.948
9795,1986,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9796,1987,f,J,United Kingdom,The Netherlands,3,0.0,467.948
9797,1988,f,J,United Kingdom,The Netherlands,6,0.0,467.948
9798,1989,f,J,United Kingdom,The Netherlands,3,0.0,467.948
9799,1990,f,J,United Kingdom,The Netherlands,4,0.0,467.948
9800,1992,f,J,United Kingdom,The Netherlands,2,0.0,467.948
9801,1993,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9802,1994,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9803,1996,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9804,1997,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9805,1998,f,J,United Kingdom,The Netherlands,10,0.0,467.948
9806,1999,f,J,United Kingdom,The Netherlands,8,0.0,467.948
9807,2000,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9808,2001,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9809,2003,f,J,United Kingdom,The Netherlands,1,0.0,467.948
9810,2004,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9811,2004,sf,J,United Kingdom,The Netherlands,3,0.0,467.948
9812,2005,sf,J,United Kingdom,The Netherlands,2,0.0,467.948
9813,2006,sf,J,United Kingdom,The Netherlands,0,0.0,467.948
9814,2007,sf,J,United Kingdom,The Netherlands,0,0.0,467.948
9815,2010,sf2,J,United Kingdom,The Netherlands,0,0.0,467.948
9816,2012,sf2,J,United Kingdom,The Netherlands,4,0.0,467.948
9817,2013,f,J,United Kingdom,The Netherlands,6,0.0,467.948
9818,2013,sf1,J,United Kingdom,The Netherlands,8,0.0,467.948
9819,2014,f,J,United Kingdom,The Netherlands,8,0.0,467.948
9820,2016,f,J,United Kingdom,The Netherlands,0,0.0,467.948
9821,2016,f,T,United Kingdom,The Netherlands,0,0.0,467.948
9822,1975,f,J,United Kingdom,Turkey,0,0.0,2915.583
9823,1978,f,J,United Kingdom,Turkey,1,0.0,2915.583
9824,1980,f,J,United Kingdom,Turkey,0,0.0,2915.583
9825,1981,f,J,United Kingdom,Turkey,0,0.0,2915.583
9826,1982,f,J,United Kingdom,Turkey,0,0.0,2915.583
9827,1983,f,J,United Kingdom,Turkey,0,0.0,2915.583
9828,1984,f,J,United Kingdom,Turkey,5,0.0,2915.583
9829,1985,f,J,United Kingdom,Turkey,8,0.0,2915.583
9830,1986,f,J,United Kingdom,Turkey,2,0.0,2915.583
9831,1987,f,J,United Kingdom,Turkey,0,0.0,2915.583
9832,1988,f,J,United Kingdom,Turkey,1,0.0,2915.583
9833,1989,f,J,United Kingdom,Turkey,0,0.0,2915.583
9834,1990,f,J,United Kingdom,Turkey,0,0.0,2915.583
9835,1991,f,J,United Kingdom,Turkey,5,0.0,2915.583
9836,1992,f,J,United Kingdom,Turkey,0,0.0,2915.583
9837,1993,f,J,United Kingdom,Turkey,0,0.0,2915.583
9838,1995,f,J,United Kingdom,Turkey,2,0.0,2915.583
9839,1996,f,J,United Kingdom,Turkey,6,0.0,2915.583
9840,1997,f,J,United Kingdom,Turkey,4,0.0,2915.583
9841,1998,f,J,United Kingdom,Turkey,0,0.0,2915.583
9842,1999,f,J,United Kingdom,Turkey,0,0.0,2915.583
9843,2000,f,J,United Kingdom,Turkey,0,0.0,2915.583
9844,2001,f,J,United Kingdom,Turkey,0,0.0,2915.583
9845,2002,f,J,United Kingdom,Turkey,0,0.0,2915.583
9846,2003,f,J,United Kingdom,Turkey,7,0.0,2915.583
9847,2004,f,J,United Kingdom,Turkey,6,0.0,2915.583
9848,2005,f,J,United Kingdom,Turkey,1,0.0,2915.583
9849,2006,f,J,United Kingdom,Turkey,3,0.0,2915.583
9850,2006,sf,J,United Kingdom,Turkey,0,0.0,2915.583
9851,2007,f,J,United Kingdom,Turkey,12,0.0,2915.583
9852,2007,sf,J,United Kingdom,Turkey,12,0.0,2915.583
9853,2008,f,J,United Kingdom,Turkey,8,0.0,2915.583
9854,2008,sf2,J,United Kingdom,Turkey,10,0.0,2915.583
9855,2009,f,J,United Kingdom,Turkey,12,0.0,2915.583
9856,2009,sf1,J,United Kingdom,Turkey,12,0.0,2915.583
9857,2010,f,J,United Kingdom,Turkey,10,0.0,2915.583
9858,2010,sf2,J,United Kingdom,Turkey,8,0.0,2915.583
9859,2011,sf1,J,United Kingdom,Turkey,1,0.0,2915.583
9860,2012,f,J,United Kingdom,Turkey,1,0.0,2915.583
9861,2012,sf2,J,United Kingdom,Turkey,6,0.0,2915.583
9862,1975,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9863,1976,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9864,1977,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9865,1978,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9866,1979,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9867,1980,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9868,1981,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9869,1982,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9870,1983,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9871,1984,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9872,1985,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9873,1986,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9874,1987,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9875,1988,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9876,1989,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9877,1990,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9878,1991,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9879,1992,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9880,1993,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9881,1994,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9882,1995,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9883,1996,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9884,1997,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9885,1998,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9886,1999,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9887,2000,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9888,2001,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9889,2002,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9890,2003,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9891,2004,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9892,2005,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9893,2006,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9894,2007,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9895,2008,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9896,2009,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9897,2010,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9898,2011,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9899,2012,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9900,2013,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9901,2014,f,J,United Kingdom,United Kingdom,0,0.0,217.4439
9902,1975,f,J,United Kingdom,Yugoslavia,0,0.0,
9903,1976,f,J,United Kingdom,Yugoslavia,0,0.0,
9904,1981,f,J,United Kingdom,Yugoslavia,0,0.0,
9905,1982,f,J,United Kingdom,Yugoslavia,0,0.0,
9906,1983,f,J,United Kingdom,Yugoslavia,12,0.0,
9907,1984,f,J,United Kingdom,Yugoslavia,3,0.0,
9908,1986,f,J,United Kingdom,Yugoslavia,7,0.0,
9909,1987,f,J,United Kingdom,Yugoslavia,0,0.0,
9910,1988,f,J,United Kingdom,Yugoslavia,8,0.0,
9911,1989,f,J,United Kingdom,Yugoslavia,12,0.0,
9912,1990,f,J,United Kingdom,Yugoslavia,5,0.0,
9913,1991,f,J,United Kingdom,Yugoslavia,0,0.0,
9914,1992,f,J,United Kingdom,Yugoslavia,0,0.0,
9915,1975,f,J,Yugoslavia,Belgium,3,0.0,
9916,1976,f,J,Yugoslavia,Belgium,0,0.0,
9917,1981,f,J,Yugoslavia,Belgium,8,0.0,
9918,1982,f,J,Yugoslavia,Belgium,7,0.0,
9919,1983,f,J,Yugoslavia,Belgium,0,0.0,
9920,1984,f,J,Yugoslavia,Belgium,0,0.0,
9921,1986,f,J,Yugoslavia,Belgium,10,0.0,
9922,1987,f,J,Yugoslavia,Belgium,4,0.0,
9923,1988,f,J,Yugoslavia,Belgium,0,0.0,
9924,1989,f,J,Yugoslavia,Belgium,0,0.0,
9925,1990,f,J,Yugoslavia,Belgium,0,0.0,
9926,1991,f,J,Yugoslavia,Belgium,0,0.0,
9927,1992,f,J,Yugoslavia,Belgium,0,0.0,
9928,1975,f,J,Yugoslavia,Finland,5,0.0,
9929,1976,f,J,Yugoslavia,Finland,0,0.0,
9930,1981,f,J,Yugoslavia,Finland,0,0.0,
9931,1982,f,J,Yugoslavia,Finland,0,0.0,
9932,1983,f,J,Yugoslavia,Finland,0,0.0,
9933,1984,f,J,Yugoslavia,Finland,3,0.0,
9934,1986,f,J,Yugoslavia,Finland,0,0.0,
9935,1987,f,J,Yugoslavia,Finland,1,0.0,
9936,1988,f,J,Yugoslavia,Finland,0,0.0,
9937,1989,f,J,Yugoslavia,Finland,10,0.0,
9938,1990,f,J,Yugoslavia,Finland,0,0.0,
9939,1991,f,J,Yugoslavia,Finland,0,0.0,
9940,1992,f,J,Yugoslavia,Finland,3,0.0,
9941,1975,f,J,Yugoslavia,France,0,0.0,
9942,1976,f,J,Yugoslavia,France,12,0.0,
9943,1981,f,J,Yugoslavia,France,4,0.0,
9944,1983,f,J,Yugoslavia,France,3,0.0,
9945,1984,f,J,Yugoslavia,France,0,0.0,
9946,1986,f,J,Yugoslavia,France,0,0.0,
9947,1987,f,J,Yugoslavia,France,0,0.0,
9948,1988,f,J,Yugoslavia,France,12,0.0,
9949,1989,f,J,Yugoslavia,France,3,0.0,
9950,1990,f,J,Yugoslavia,France,12,0.0,
9951,1991,f,J,Yugoslavia,France,10,0.0,
9952,1992,f,J,Yugoslavia,France,0,0.0,
9953,1975,f,J,Yugoslavia,Germany,0,0.0,
9954,1976,f,J,Yugoslavia,Germany,3,0.0,
9955,1981,f,J,Yugoslavia,Germany,2,0.0,
9956,1982,f,J,Yugoslavia,Germany,12,0.0,
9957,1983,f,J,Yugoslavia,Germany,0,0.0,
9958,1984,f,J,Yugoslavia,Germany,0,0.0,
9959,1986,f,J,Yugoslavia,Germany,1,0.0,
9960,1987,f,J,Yugoslavia,Germany,7,0.0,
9961,1988,f,J,Yugoslavia,Germany,8,0.0,
9962,1989,f,J,Yugoslavia,Germany,0,0.0,
9963,1990,f,J,Yugoslavia,Germany,0,0.0,
9964,1991,f,J,Yugoslavia,Germany,0,0.0,
9965,1992,f,J,Yugoslavia,Germany,0,0.0,
9966,1975,f,J,Yugoslavia,Ireland,1,0.0,
9967,1976,f,J,Yugoslavia,Ireland,1,0.0,
9968,1981,f,J,Yugoslavia,Ireland,5,0.0,
9969,1982,f,J,Yugoslavia,Ireland,8,0.0,
9970,1984,f,J,Yugoslavia,Ireland,0,0.0,
9971,1986,f,J,Yugoslavia,Ireland,8,0.0,
9972,1987,f,J,Yugoslavia,Ireland,6,0.0,
9973,1988,f,J,Yugoslavia,Ireland,2,0.0,
9974,1989,f,J,Yugoslavia,Ireland,2,0.0,
9975,1990,f,J,Yugoslavia,Ireland,0,0.0,
9976,1991,f,J,Yugoslavia,Ireland,3,0.0,
9977,1992,f,J,Yugoslavia,Ireland,2,0.0,
9978,1975,f,J,Yugoslavia,Israel,0,0.0,
9979,1976,f,J,Yugoslavia,Israel,8,0.0,
9980,1981,f,J,Yugoslavia,Israel,0,0.0,
9981,1982,f,J,Yugoslavia,Israel,3,0.0,
9982,1983,f,J,Yugoslavia,Israel,10,0.0,
9983,1986,f,J,Yugoslavia,Israel,0,0.0,
9984,1987,f,J,Yugoslavia,Israel,0,0.0,
9985,1988,f,J,Yugoslavia,Israel,1,0.0,
9986,1989,f,J,Yugoslavia,Israel,7,0.0,
9987,1990,f,J,Yugoslavia,Israel,1,0.0,
9988,1991,f,J,Yugoslavia,Israel,12,0.0,
9989,1992,f,J,Yugoslavia,Israel,12,0.0,
9990,1975,f,J,Yugoslavia,Italy,10,0.0,
9991,1976,f,J,Yugoslavia,Italy,6,0.0,
9992,1983,f,J,Yugoslavia,Italy,8,0.0,
9993,1984,f,J,Yugoslavia,Italy,0,0.0,
9994,1987,f,J,Yugoslavia,Italy,12,0.0,
9995,1988,f,J,Yugoslavia,Italy,5,0.0,
9996,1989,f,J,Yugoslavia,Italy,8,0.0,
9997,1990,f,J,Yugoslavia,Italy,6,0.0,
9998,1991,f,J,Yugoslavia,Italy,7,0.0,
9999,1992,f,J,Yugoslavia,Italy,0,0.0,
10000,1975,f,J,Yugoslavia,Luxembourg,7,0.0,
10001,1976,f,J,Yugoslavia,Luxembourg,0,0.0,
10002,1981,f,J,Yugoslavia,Luxembourg,0,0.0,
10003,1982,f,J,Yugoslavia,Luxembourg,0,0.0,
10004,1983,f,J,Yugoslavia,Luxembourg,12,0.0,
10005,1984,f,J,Yugoslavia,Luxembourg,8,0.0,
10006,1986,f,J,Yugoslavia,Luxembourg,5,0.0,
10007,1987,f,J,Yugoslavia,Luxembourg,0,0.0,
10008,1988,f,J,Yugoslavia,Luxembourg,3,0.0,
10009,1989,f,J,Yugoslavia,Luxembourg,0,0.0,
10010,1990,f,J,Yugoslavia,Luxembourg,2,0.0,
10011,1991,f,J,Yugoslavia,Luxembourg,0,0.0,
10012,1992,f,J,Yugoslavia,Luxembourg,0,0.0,
10013,1975,f,J,Yugoslavia,Malta,2,0.0,
10014,1991,f,J,Yugoslavia,Malta,1,0.0,
10015,1992,f,J,Yugoslavia,Malta,10,0.0,
10016,1975,f,J,Yugoslavia,Monaco,0,0.0,
10017,1976,f,J,Yugoslavia,Monaco,4,0.0,
10018,1975,f,J,Yugoslavia,Norway,0,0.0,
10019,1976,f,J,Yugoslavia,Norway,0,0.0,
10020,1981,f,J,Yugoslavia,Norway,0,0.0,
10021,1982,f,J,Yugoslavia,Norway,0,0.0,
10022,1983,f,J,Yugoslavia,Norway,0,0.0,
10023,1984,f,J,Yugoslavia,Norway,0,0.0,
10024,1986,f,J,Yugoslavia,Norway,0,0.0,
10025,1987,f,J,Yugoslavia,Norway,0,0.0,
10026,1988,f,J,Yugoslavia,Norway,10,0.0,
10027,1989,f,J,Yugoslavia,Norway,0,0.0,
10028,1990,f,J,Yugoslavia,Norway,0,0.0,
10029,1991,f,J,Yugoslavia,Norway,0,0.0,
10030,1992,f,J,Yugoslavia,Norway,1,0.0,
10031,1975,f,J,Yugoslavia,Portugal,0,0.0,
10032,1976,f,J,Yugoslavia,Portugal,0,0.0,
10033,1981,f,J,Yugoslavia,Portugal,0,0.0,
10034,1982,f,J,Yugoslavia,Portugal,0,0.0,
10035,1983,f,J,Yugoslavia,Portugal,2,0.0,
10036,1984,f,J,Yugoslavia,Portugal,7,0.0,
10037,1986,f,J,Yugoslavia,Portugal,0,0.0,
10038,1987,f,J,Yugoslavia,Portugal,0,0.0,
10039,1988,f,J,Yugoslavia,Portugal,0,0.0,
10040,1989,f,J,Yugoslavia,Portugal,0,0.0,
10041,1990,f,J,Yugoslavia,Portugal,0,0.0,
10042,1991,f,J,Yugoslavia,Portugal,0,0.0,
10043,1992,f,J,Yugoslavia,Portugal,5,0.0,
10044,1975,f,J,Yugoslavia,Spain,4,0.0,
10045,1976,f,J,Yugoslavia,Spain,0,0.0,
10046,1981,f,J,Yugoslavia,Spain,0,0.0,
10047,1982,f,J,Yugoslavia,Spain,1,0.0,
10048,1983,f,J,Yugoslavia,Spain,0,0.0,
10049,1984,f,J,Yugoslavia,Spain,2,0.0,
10050,1986,f,J,Yugoslavia,Spain,4,0.0,
10051,1987,f,J,Yugoslavia,Spain,0,0.0,
10052,1988,f,J,Yugoslavia,Spain,4,0.0,
10053,1989,f,J,Yugoslavia,Spain,0,0.0,
10054,1990,f,J,Yugoslavia,Spain,3,0.0,
10055,1991,f,J,Yugoslavia,Spain,8,0.0,
10056,1992,f,J,Yugoslavia,Spain,0,0.0,
10057,1975,f,J,Yugoslavia,Sweden,6,0.0,
10058,1981,f,J,Yugoslavia,Sweden,7,0.0,
10059,1982,f,J,Yugoslavia,Sweden,2,0.0,
10060,1983,f,J,Yugoslavia,Sweden,1,0.0,
10061,1984,f,J,Yugoslavia,Sweden,4,0.0,
10062,1986,f,J,Yugoslavia,Sweden,7,0.0,
10063,1987,f,J,Yugoslavia,Sweden,0,0.0,
10064,1988,f,J,Yugoslavia,Sweden,0,0.0,
10065,1989,f,J,Yugoslavia,Sweden,12,0.0,
10066,1990,f,J,Yugoslavia,Sweden,0,0.0,
10067,1991,f,J,Yugoslavia,Sweden,6,0.0,
10068,1992,f,J,Yugoslavia,Sweden,4,0.0,
10069,1975,f,J,Yugoslavia,Switzerland,0,0.0,
10070,1976,f,J,Yugoslavia,Switzerland,7,0.0,
10071,1981,f,J,Yugoslavia,Switzerland,12,0.0,
10072,1982,f,J,Yugoslavia,Switzerland,10,0.0,
10073,1983,f,J,Yugoslavia,Switzerland,7,0.0,
10074,1984,f,J,Yugoslavia,Switzerland,0,0.0,
10075,1986,f,J,Yugoslavia,Switzerland,6,0.0,
10076,1987,f,J,Yugoslavia,Switzerland,3,0.0,
10077,1988,f,J,Yugoslavia,Switzerland,6,0.0,
10078,1989,f,J,Yugoslavia,Switzerland,0,0.0,
10079,1990,f,J,Yugoslavia,Switzerland,5,0.0,
10080,1991,f,J,Yugoslavia,Switzerland,5,0.0,
10081,1992,f,J,Yugoslavia,Switzerland,0,0.0,
10082,1975,f,J,Yugoslavia,The Netherlands,8,0.0,
10083,1976,f,J,Yugoslavia,The Netherlands,5,0.0,
10084,1981,f,J,Yugoslavia,The Netherlands,0,0.0,
10085,1982,f,J,Yugoslavia,The Netherlands,0,0.0,
10086,1983,f,J,Yugoslavia,The Netherlands,5,0.0,
10087,1984,f,J,Yugoslavia,The Netherlands,5,0.0,
10088,1986,f,J,Yugoslavia,The Netherlands,2,0.0,
10089,1987,f,J,Yugoslavia,The Netherlands,8,0.0,
10090,1988,f,J,Yugoslavia,The Netherlands,7,0.0,
10091,1989,f,J,Yugoslavia,The Netherlands,0,0.0,
10092,1990,f,J,Yugoslavia,The Netherlands,0,0.0,
10093,1992,f,J,Yugoslavia,The Netherlands,0,0.0,
10094,1975,f,J,Yugoslavia,Turkey,0,0.0,
10095,1981,f,J,Yugoslavia,Turkey,3,0.0,
10096,1982,f,J,Yugoslavia,Turkey,0,0.0,
10097,1983,f,J,Yugoslavia,Turkey,0,0.0,
10098,1984,f,J,Yugoslavia,Turkey,10,0.0,
10099,1986,f,J,Yugoslavia,Turkey,12,0.0,
10100,1987,f,J,Yugoslavia,Turkey,0,0.0,
10101,1988,f,J,Yugoslavia,Turkey,0,0.0,
10102,1989,f,J,Yugoslavia,Turkey,4,0.0,
10103,1990,f,J,Yugoslavia,Turkey,7,0.0,
10104,1991,f,J,Yugoslavia,Turkey,0,0.0,
10105,1992,f,J,Yugoslavia,Turkey,6,0.0,
10106,1975,f,J,Yugoslavia,United Kingdom,12,0.0,
10107,1976,f,J,Yugoslavia,United Kingdom,10,0.0,
10108,1981,f,J,Yugoslavia,United Kingdom,10,0.0,
10109,1982,f,J,Yugoslavia,United Kingdom,6,0.0,
10110,1983,f,J,Yugoslavia,United Kingdom,0,0.0,
10111,1984,f,J,Yugoslavia,United Kingdom,1,0.0,
10112,1986,f,J,Yugoslavia,United Kingdom,0,0.0,
10113,1987,f,J,Yugoslavia,United Kingdom,2,0.0,
10114,1988,f,J,Yugoslavia,United Kingdom,0,0.0,
10115,1989,f,J,Yugoslavia,United Kingdom,6,0.0,
10116,1990,f,J,Yugoslavia,United Kingdom,10,0.0,
10117,1991,f,J,Yugoslavia,United Kingdom,0,0.0,
10118,1992,f,J,Yugoslavia,United Kingdom,0,0.0,
10119,1975,f,J,Yugoslavia,Yugoslavia,0,0.0,
10120,1976,f,J,Yugoslavia,Yugoslavia,0,0.0,
10121,1981,f,J,Yugoslavia,Yugoslavia,0,0.0,
10122,1982,f,J,Yugoslavia,Yugoslavia,0,0.0,
10123,1983,f,J,Yugoslavia,Yugoslavia,0,0.0,
10124,1984,f,J,Yugoslavia,Yugoslavia,0,0.0,
10125,1986,f,J,Yugoslavia,Yugoslavia,0,0.0,
10126,1987,f,J,Yugoslavia,Yugoslavia,0,0.0,
10127,1988,f,J,Yugoslavia,Yugoslavia,0,0.0,
10128,1989,f,J,Yugoslavia,Yugoslavia,0,0.0,
10129,1990,f,J,Yugoslavia,Yugoslavia,0,0.0,
10130,1991,f,J,Yugoslavia,Yugoslavia,0,0.0,
10131,1992,f,J,Yugoslavia,Yugoslavia,0,0.0,
10132,1976,f,J,Austria,Austria,0,0.0,153.2575
10133,1977,f,J,Austria,Austria,0,0.0,153.2575
10134,1978,f,J,Austria,Austria,0,0.0,153.2575
10135,1979,f,J,Austria,Austria,0,0.0,153.2575
10136,1980,f,J,Austria,Austria,0,0.0,153.2575
10137,1981,f,J,Austria,Austria,0,0.0,153.2575
10138,1982,f,J,Austria,Austria,0,0.0,153.2575
10139,1983,f,J,Austria,Austria,0,0.0,153.2575
10140,1984,f,J,Austria,Austria,0,0.0,153.2575
10141,1985,f,J,Austria,Austria,0,0.0,153.2575
10142,1986,f,J,Austria,Austria,0,0.0,153.2575
10143,1987,f,J,Austria,Austria,0,0.0,153.2575
10144,1988,f,J,Austria,Austria,0,0.0,153.2575
10145,1989,f,J,Austria,Austria,0,0.0,153.2575
10146,1990,f,J,Austria,Austria,0,0.0,153.2575
10147,1991,f,J,Austria,Austria,0,0.0,153.2575
10148,1992,f,J,Austria,Austria,0,0.0,153.2575
